CookerStat, GenerateAssetRegistry=0.026256, Initialize=0.117831, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_0, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/BluePrint/BPExplosionOne.uasset, AutoPackageBackupDelegate=2.461586, FlushAsyncLoading=0.007045, FlushStreamingFunc=0.054110, BlockTillAllRequestsFinished=0.006083, ResetLoadersForSaveUnMarkAllObjects=0.130314, TagPackageExports=1.465492, BeginCacheForCookedPlatformData=0.002239, SerializeImports=2.138838, GatherLocalizableTextData=1.725480, MarkNames=0.027858, SerializeSummary=0.015687, SerializeNames=0.097979, SerializeGatherableTextData=0.100218, BuildExportMap=0.102140, SortExportsNonSeekfree=0.147603, SortExportsSeekfreeConstructor=0.059236, SortExportsSeekfreeInner=4.164010, SortExportsSeekfree=0.004161, BuildDependencyMap=0.027858, SerializeImportMap=0.009924, SerializeExportMap=0.012167, SerializeDependencyMap=0.003524, SerializeStringAssetReferenceMap=0.002239, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.268318, SerializeExports=1.907665, SerializeBulkData=0.011526, MoveFile=1.633588, UnaccountedTime=1.289066, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_1, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/BluePrint/BPExplosionOne.uasset, AutoPackageBackupDelegate=1.292907, FlushAsyncLoading=0.003204, FlushStreamingFunc=0.061795, BlockTillAllRequestsFinished=0.004802, ResetLoadersForSaveUnMarkAllObjects=0.104703, TagPackageExports=1.524083, BeginCacheForCookedPlatformData=0.002243, SerializeImports=2.300210, GatherLocalizableTextData=1.594525, MarkNames=0.021771, SerializeSummary=0.010889, SerializeNames=0.092853, SerializeGatherableTextData=0.098296, BuildExportMap=0.078447, SortExportsNonSeekfree=0.141200, SortExportsSeekfreeConstructor=0.051871, SortExportsSeekfreeInner=4.229009, SortExportsSeekfree=0.004161, BuildDependencyMap=0.023056, SerializeImportMap=0.008002, SerializeExportMap=0.011209, SerializeDependencyMap=0.003844, SerializeStringAssetReferenceMap=0.001922, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.362769, SerializeExports=2.043422, SerializeBulkData=0.004485, MoveFile=1.602206, UnaccountedTime=1.171559, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_2, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/BluePrint/BPExplosionOne.uasset, AutoPackageBackupDelegate=1.279783, FlushAsyncLoading=0.003520, FlushStreamingFunc=0.048988, BlockTillAllRequestsFinished=0.005763, ResetLoadersForSaveUnMarkAllObjects=0.119429, TagPackageExports=1.646712, BeginCacheForCookedPlatformData=0.002563, SerializeImports=2.234254, GatherLocalizableTextData=1.561224, MarkNames=0.019532, SerializeSummary=0.011206, SerializeNames=0.107903, SerializeGatherableTextData=0.112064, BuildExportMap=0.077486, SortExportsNonSeekfree=0.151128, SortExportsSeekfreeConstructor=0.047386, SortExportsSeekfreeInner=4.249822, SortExportsSeekfree=0.004161, BuildDependencyMap=0.022095, SerializeImportMap=0.007685, SerializeExportMap=0.011526, SerializeDependencyMap=0.003200, SerializeStringAssetReferenceMap=0.001922, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.282403, SerializeExports=1.994114, SerializeBulkData=0.004165, MoveFile=1.309879, UnaccountedTime=1.044765, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_3, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/BluePrint/BallBounce.uasset, AutoPackageBackupDelegate=2.237774, FlushAsyncLoading=0.005763, FlushStreamingFunc=0.058275, BlockTillAllRequestsFinished=0.005443, ResetLoadersForSaveUnMarkAllObjects=0.208441, TagPackageExports=0.004485, BeginCacheForCookedPlatformData=0.000641, SerializeImports=0.463307, GatherLocalizableTextData=0.019211, MarkNames=0.002880, SerializeSummary=0.008006, SerializeNames=0.010569, SerializeGatherableTextData=0.000957, BuildExportMap=0.006724, SortExportsNonSeekfree=0.002563, SortExportsSeekfreeConstructor=0.063077, SortExportsSeekfreeInner=0.026256, SortExportsSeekfree=0.001598, BuildDependencyMap=0.003524, SerializeImportMap=0.003524, SerializeExportMap=0.003200, SerializeDependencyMap=0.000961, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014089, SerializeExports=0.174820, SerializeBulkData=0.004802, MoveFile=1.133777, UnaccountedTime=1.058534, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_4, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/BluePrint/BPExplosionOne.uasset, AutoPackageBackupDelegate=1.351822, FlushAsyncLoading=0.003524, FlushStreamingFunc=0.088688, BlockTillAllRequestsFinished=0.004485, ResetLoadersForSaveUnMarkAllObjects=0.113986, TagPackageExports=1.401454, BeginCacheForCookedPlatformData=0.001919, SerializeImports=1.921434, GatherLocalizableTextData=1.595482, MarkNames=0.019211, SerializeSummary=0.009287, SerializeNames=0.087090, SerializeGatherableTextData=0.098936, BuildExportMap=0.098299, SortExportsNonSeekfree=0.138320, SortExportsSeekfreeConstructor=0.048026, SortExportsSeekfreeInner=4.874825, SortExportsSeekfree=0.004482, BuildDependencyMap=0.026576, SerializeImportMap=0.008322, SerializeExportMap=0.011526, SerializeDependencyMap=0.013448, SerializeStringAssetReferenceMap=0.001602, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.360847, SerializeExports=2.090812, SerializeBulkData=0.004485, MoveFile=1.710113, UnaccountedTime=1.221828, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_5, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/BluePrint/BPExplosionOne.uasset, AutoPackageBackupDelegate=1.400169, FlushAsyncLoading=0.003841, FlushStreamingFunc=0.055715, BlockTillAllRequestsFinished=0.005443, ResetLoadersForSaveUnMarkAllObjects=0.116225, TagPackageExports=1.591962, BeginCacheForCookedPlatformData=0.002883, SerializeImports=2.105221, GatherLocalizableTextData=1.643509, MarkNames=0.045467, SerializeSummary=0.020172, SerializeNames=0.116546, SerializeGatherableTextData=0.109505, BuildExportMap=0.086449, SortExportsNonSeekfree=0.205882, SortExportsSeekfreeConstructor=0.137679, SortExportsSeekfreeInner=4.635003, SortExportsSeekfree=0.004165, BuildDependencyMap=0.023693, SerializeImportMap=0.007685, SerializeExportMap=0.011526, SerializeDependencyMap=0.003200, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.265755, SerializeExports=2.000839, SerializeBulkData=0.004161, MoveFile=1.380000, UnaccountedTime=1.239758, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_6, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/BluePrint/BPExplosionOne.uasset, AutoPackageBackupDelegate=2.145883, FlushAsyncLoading=0.006404, FlushStreamingFunc=0.083890, BlockTillAllRequestsFinished=0.005443, ResetLoadersForSaveUnMarkAllObjects=0.106301, TagPackageExports=1.450121, BeginCacheForCookedPlatformData=0.002243, SerializeImports=2.009802, GatherLocalizableTextData=1.545537, MarkNames=0.020493, SerializeSummary=0.009604, SerializeNames=0.096057, SerializeGatherableTextData=0.077166, BuildExportMap=0.083245, SortExportsNonSeekfree=0.185069, SortExportsSeekfreeConstructor=0.051871, SortExportsSeekfreeInner=4.054505, SortExportsSeekfree=0.003524, BuildDependencyMap=0.022411, SerializeImportMap=0.008006, SerializeExportMap=0.012167, SerializeDependencyMap=0.003524, SerializeStringAssetReferenceMap=0.001602, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.286564, SerializeExports=1.975223, SerializeBulkData=0.004161, MoveFile=1.491424, UnaccountedTime=1.095995, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_7, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/ThirdPersonBP/Maps/ThirdPersonExampleMap.umap, AutoPackageBackupDelegate=9.606205, FlushAsyncLoading=0.010569, FlushStreamingFunc=0.053789, BlockTillAllRequestsFinished=0.005763, ResetLoadersForSaveUnMarkAllObjects=51.869724, TagPackageExports=3.395245, BeginCacheForCookedPlatformData=0.003204, SerializeImports=4.548233, GatherLocalizableTextData=11.863511, MarkNames=0.115909, SerializeSummary=0.029776, SerializeNames=0.643253, SerializeGatherableTextData=0.036500, BuildExportMap=0.416242, SortExportsNonSeekfree=0.921171, SortExportsSeekfreeConstructor=0.052512, SortExportsSeekfreeInner=18.537458, SortExportsSeekfree=0.006083, BuildDependencyMap=0.135116, SerializeImportMap=0.065316, SerializeExportMap=0.048030, SerializeDependencyMap=0.008963, SerializeStringAssetReferenceMap=0.001602, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.605731, SerializeExports=7.717751, SerializeBulkData=169.053757, MoveFile=2.709728, UnaccountedTime=1.278181, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_8, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/ThirdPersonBP/Maps/ThirdPersonBP/Maps/Level.umap, AutoPackageBackupDelegate=7.798758, FlushAsyncLoading=0.020493, FlushStreamingFunc=0.074603, BlockTillAllRequestsFinished=0.015046, ResetLoadersForSaveUnMarkAllObjects=53.589439, TagPackageExports=3.231309, BeginCacheForCookedPlatformData=0.002563, SerializeImports=4.058990, GatherLocalizableTextData=9.939198, MarkNames=0.069801, SerializeSummary=0.013769, SerializeNames=0.463307, SerializeGatherableTextData=0.025295, BuildExportMap=0.368215, SortExportsNonSeekfree=0.629485, SortExportsSeekfreeConstructor=0.050269, SortExportsSeekfreeInner=16.519968, SortExportsSeekfree=0.004802, BuildDependencyMap=0.109825, SerializeImportMap=0.157211, SerializeExportMap=0.037462, SerializeDependencyMap=0.008006, SerializeStringAssetReferenceMap=0.002243, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.403693, SerializeExports=6.317578, SerializeBulkData=3.125969, MoveFile=2.075125, UnaccountedTime=1.218945, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_9, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/ThirdPersonBP/Maps/ThirdPersonBP/Maps/Level.umap, AutoPackageBackupDelegate=1.985151, FlushAsyncLoading=0.003841, FlushStreamingFunc=0.073642, BlockTillAllRequestsFinished=0.004806, ResetLoadersForSaveUnMarkAllObjects=57.350655, TagPackageExports=3.867839, BeginCacheForCookedPlatformData=0.004802, SerializeImports=4.431046, GatherLocalizableTextData=9.955529, MarkNames=0.394788, SerializeSummary=0.022091, SerializeNames=0.496928, SerializeGatherableTextData=0.030421, BuildExportMap=0.328187, SortExportsNonSeekfree=0.845611, SortExportsSeekfreeConstructor=0.061154, SortExportsSeekfreeInner=16.581446, SortExportsSeekfree=0.005122, BuildDependencyMap=0.100218, SerializeImportMap=0.059552, SerializeExportMap=0.034902, SerializeDependencyMap=0.007685, SerializeStringAssetReferenceMap=0.001281, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.288425, SerializeExports=6.548755, SerializeBulkData=2.743349, MoveFile=1.935519, UnaccountedTime=1.438595, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
SavePackageTransactionIdAD6422A441E756BE125312ACAD46FF61_10, Filename=../../../../../../Users/Morten/Documents/RealRocketLeagues/RealRLeague/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, AutoPackageBackupDelegate=5.713709, FlushAsyncLoading=0.008967, FlushStreamingFunc=0.043865, BlockTillAllRequestsFinished=0.005763, ResetLoadersForSaveUnMarkAllObjects=0.127435, TagPackageExports=9.995871, BeginCacheForCookedPlatformData=0.005443, SerializeImports=9.420495, GatherLocalizableTextData=8.230045, MarkNames=0.064358, SerializeSummary=0.012487, SerializeNames=0.335556, SerializeGatherableTextData=0.107262, BuildExportMap=0.254225, SortExportsNonSeekfree=1.681935, SortExportsSeekfreeConstructor=0.054751, SortExportsSeekfreeInner=15.220657, SortExportsSeekfree=0.007685, BuildDependencyMap=0.104379, SerializeImportMap=0.016328, SerializeExportMap=0.064038, SerializeDependencyMap=0.015050, SerializeStringAssetReferenceMap=0.001919, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.421136, SerializeExports=11.401806, SerializeBulkData=0.007365, MoveFile=1.666244, UnaccountedTime=1.239438, RunGuid=RunID7E96E5D84D4E8623487AEF858F6860A0
